Ticket_ID,Created_Date,Resolved_Date,Support_Team,Support_Engineer,Application_Module,Issue_Category,Priority,Ticket_Status,Resolution_Days,SLA_Target_Days,SLA_Status,CSAT_Score
TKT00043,2024-05-31,2024-06-04,Application Support,Sneha,Orders,Access Issue,medium,closed,4,3,Breached,NULL
TKT00044,2024-01-21,2024-01-21,Database Support,Vikram,Login,Data Issue,high,resolved,0,2,Met,3
TKT00045,2024-10-19,2024-10-19,Integration Support,Divya,Payments,Access Issue,medium,open,0,3,Met,NULL
TKT00046,2024-01-09,2024-01-09,Application Support,Priya,Reporting,Bug,high,closed,0,2,Met,3
TKT00047,2024-01-06,2024-01-08,Database Support,Vikram,Orders,Bug,high,pending client,2,2,Met,NULL
TKT00048,2024-12-29,2025-01-05,Integration Support,Tarun,Payments,Bug,medium,resolved,7,3,Breached,1
TKT00049,2024-04-15,NULL,Database Support,Anjali,Orders,Data Issue,medium,pending client,NULL,3,NULL,NULL
TKT00050,2024-01-08,2024-01-08,Integration Support,Manish,Login,Data Issue,critical,closed,0,1,Met,5
TKT00051,2024-11-28,2024-12-06,Infrastructure Support,Kiran,Reporting,Bug,low,in progress,8,5,Breached,NULL
TKT00052,2024-06-24,2024-06-25,Infrastructure Support,Lakshmi,Orders,Configuration Issue,critical,resolved,1,1,Met,5
TKT00053,2024-03-07,2024-03-12,Database Support,Neha,Orders,Bug,low,closed,5,5,Met,NULL
TKT00054,2024-12-06,2024-12-07,Integration Support,Divya,Payments,Bug,critical,in progress,1,1,Met,NULL
TKT00055,2024-08-23,2024-08-23,Integration Support,Tarun,Payments,Data Issue,critical,resolved,0,1,Met,NULL
TKT00056,2024-05-05,2024-05-06,Integration Support,Manish,Orders,Access Issue,high,closed,1,2,Met,4
TKT00057,2024-08-31,NULL,Database Support,Vikram,Orders,Performance Issue,critical,pending client,NULL,1,NULL,NULL
TKT00058,2024-07-23,2024-07-24,Application Support,Rahul,Orders,Bug,critical,closed,1,1,Met,4
TKT00059,2024-03-20,2024-03-24,Database Support,Vikram,User Management,Access Issue,low,in progress,4,5,Met,NULL
TKT00060,2024-03-15,2024-03-22,Infrastructure Support,Kiran,Orders,Access Issue,low,closed,7,5,Breached,3
TKT00061,2024-09-15,2024-09-19,Infrastructure Support,Lakshmi,Payments,Access Issue,low,closed,4,5,Met,5
TKT00062,2024-11-22,2024-11-22,Database Support,Vikram,Login,Bug,critical,pending client,0,1,Met,NULL
TKT00063,2024-09-29,2024-10-03,Infrastructure Support,Lakshmi,Login,Bug,low,resolved,4,5,Met,3
TKT00064,2024-09-26,2024-10-04,Application Support,Karthik,User Management,Bug,low,closed,8,5,Breached,2
TKT00065,2024-11-28,NULL,Application Support,Amit,Payments,Configuration Issue,critical,open,NULL,1,NULL,NULL
TKT00066,2024-11-25,2024-11-28,Infrastructure Support,Meena,Login,Access Issue,low,resolved,3,5,Met,NULL
TKT00067,2024-01-07,NULL,Integration Support,Manish,User Management,Access Issue,critical,open,NULL,1,NULL,NULL
TKT00068,2024-12-28,NULL,Application Support,Priya,API Integration,Performance Issue,high,pending client,NULL,2,NULL,NULL
TKT00069,2024-08-30,2024-08-30,Application Support,Karthik,Payments,Data Issue,critical,closed,0,1,Met,3
TKT00070,2024-02-08,2024-02-08,Infrastructure Support,Meena,Reporting,Configuration Issue,critical,closed,0,1,Met,NULL
TKT00071,2024-02-27,NULL,Integration Support,Pooja,User Management,Access Issue,high,pending client,NULL,2,NULL,NULL
TKT00072,2024-09-08,NULL,Infrastructure Support,Harish,Login,Configuration Issue,critical,open,NULL,1,NULL,NULL
TKT00073,2024-06-18,2024-06-19,Infrastructure Support,Meena,Reporting,Data Issue,critical,closed,1,1,Met,4
TKT00074,2024-05-28,NULL,Application Support,Priya,API Integration,Bug,low,pending client,NULL,5,NULL,NULL
TKT00075,2024-01-25,NULL,Application Support,Amit,Reporting,Data Issue,low,pending client,NULL,5,NULL,NULL
TKT00076,2024-09-18,NULL,Integration Support,Pooja,Payments,Data Issue,high,pending client,NULL,2,NULL,NULL
TKT00077,2024-10-08,2024-10-11,Infrastructure Support,Naveen,API Integration,Performance Issue,medium,resolved,3,3,Met,3
TKT00078,2024-05-26,NULL,Infrastructure Support,Harish,User Management,Configuration Issue,low,open,NULL,5,NULL,NULL
TKT00079,2024-05-24,NULL,Database Support,Anjali,Reporting,Performance Issue,high,pending client,NULL,2,NULL,NULL
TKT00080,2024-09-04,NULL,Integration Support,Divya,API Integration,Configuration Issue,high,in progress,NULL,2,NULL,NULL
TKT00081,2024-04-22,2024-04-26,Application Support,Priya,User Management,Performance Issue,medium,open,4,3,Breached,NULL
TKT00082,2024-05-04,2024-05-06,Infrastructure Support,Harish,Payments,Access Issue,critical,closed,2,1,Breached,NULL
TKT00083,2024-10-18,2024-10-23,Integration Support,Pooja,Orders,Data Issue,low,resolved,5,5,Met,5
TKT00084,2024-07-11,NULL,Infrastructure Support,Harish,API Integration,Access Issue,critical,pending client,NULL,1,NULL,NULL
TKT00085,2024-09-14,2024-09-18,Integration Support,Tarun,Orders,Configuration Issue,low,resolved,4,5,Met,NULL
TKT00086,2024-06-08,2024-06-08,Infrastructure Support,Harish,API Integration,Performance Issue,high,closed,0,2,Met,NULL
TKT00087,2024-07-19,2024-07-19,Infrastructure Support,Lakshmi,Reporting,Bug,critical,open,0,1,Met,NULL
TKT00088,2024-12-15,2024-12-20,Application Support,Priya,Payments,Configuration Issue,medium,closed,5,3,Breached,3
TKT00089,2024-03-05,2024-03-08,Infrastructure Support,Naveen,User Management,Bug,critical,resolved,3,1,Breached,1
TKT00090,2024-11-21,2024-11-25,Integration Support,Pooja,API Integration,Data Issue,medium,in progress,4,3,Breached,NULL
TKT00091,2024-07-17,NULL,Application Support,Amit,User Management,Access Issue,critical,pending client,NULL,1,NULL,NULL
TKT00092,2024-06-10,2024-06-13,Application Support,Karthik,Orders,Performance Issue,high,resolved,3,2,Breached,1
TKT00093,2024-01-12,2024-01-12,Application Support,Sneha,API Integration,Data Issue,critical,resolved,0,1,Met,5
TKT00094,2024-04-26,NULL,Application Support,Amit,Payments,Performance Issue,high,open,NULL,2,NULL,NULL
TKT00095,2024-01-04,2024-01-04,Infrastructure Support,Meena,API Integration,Performance Issue,critical,pending client,0,1,Met,NULL
TKT00096,2024-04-09,2024-04-13,Database Support,Neha,Payments,Data Issue,low,resolved,4,5,Met,4
TKT00097,2024-04-05,2024-04-12,Integration Support,Arjun,User Management,Performance Issue,medium,resolved,7,3,Breached,3
TKT00098,2024-11-01,2024-11-03,Database Support,Neha,Login,Configuration Issue,critical,resolved,2,1,Breached,3
TKT00099,2024-02-27,2024-03-02,Infrastructure Support,Harish,API Integration,Data Issue,low,closed,4,5,Met,4
TKT00100,2024-07-10,NULL,Infrastructure Support,Naveen,Orders,Performance Issue,low,pending client,NULL,5,NULL,NULL
TKT00101,2024-03-04,2024-03-04,Application Support,Amit,Login,Data Issue,high,resolved,0,2,Met,4
TKT00102,2024-07-09,NULL,Infrastructure Support,Naveen,Login,Performance Issue,critical,open,NULL,1,NULL,NULL
TKT00103,2024-11-16,NULL,Infrastructure Support,Naveen,"API Integration ",Performance Issue,critical,in progress,NULL,1,NULL,NULL
TKT00104,2024-02-02,NULL,Application Support,Rahul,Orders,Configuration Issue,low,pending client,NULL,5,NULL,NULL
TKT00105,2024-06-01,2024-06-03,Application Support,Amit,API Integration,Data Issue,high,closed,2,2,Met,5
TKT00106,2024-08-26,2024-08-26,Application Support,Rahul,Payments,Bug,high,in progress,0,2,Met,NULL
TKT00107,2024-06-04,2024-06-07,Infrastructure Support,Kiran,Reporting,Configuration Issue,critical,resolved,3,1,Breached,2
TKT00108,2024-04-11,2024-04-14,Infrastructure Support,Meena,User Management,Bug,medium,in progress,3,3,Met,NULL
TKT00109,2024-06-15,2024-06-21,Application Support,Rahul,Reporting,Access Issue,medium,resolved,6,3,Breached,1
TKT00110,2024-08-03,2024-08-03,Integration Support,Tarun,Login,Configuration Issue,critical,open,0,1,Met,NULL
TKT00111,2024-11-13,2024-11-14,Database Support,Anjali,Payments,Performance Issue,high,resolved,1,2,Met,5
TKT00112,2024-07-09,2024-07-11,Integration Support,Manish,Orders,Access Issue,high,pending client,2,2,Met,NULL
TKT00113,2024-05-24,2024-05-26,Database Support,Anjali,Payments,Configuration Issue,critical,resolved,2,1,Breached,2
TKT00114,2024-02-21,2024-02-27,Database Support,Sandeep,User Management,Configuration Issue,low,open,6,5,Breached,NULL
TKT00115,2024-05-30,2024-05-30,Infrastructure Support,Kiran,Reporting,Data Issue,critical,resolved,0,1,Met,NULL
TKT00116,2024-04-01,2024-04-06,Database Support,Vikram,Orders,Access Issue,low,open,5,5,Met,NULL
TKT00117,2024-11-13,NULL,Application Support,Rahul,API Integration,Access Issue,low,pending client,NULL,5,NULL,NULL
TKT00118,2024-11-02,2024-11-02,Database Support,Vikram,Payments,Data Issue,critical,resolved,0,1,Met,4
TKT00119,2024-04-14,2024-04-14,Integration Support,Pooja,User Management,Data Issue,critical,closed,0,1,Met,5
TKT00120,2024-11-23,2024-11-27,Infrastructure Support,Naveen,Reporting,Access Issue,critical,closed,4,1,Breached,2
TKT00121,2024-01-27,2024-01-28,Infrastructure Support,Meena,API Integration,Data Issue,high,pending client,1,2,Met,NULL
TKT00122,2024-04-10,2024-04-13,Infrastructure Support,Harish,Login,Data Issue,low,in progress,3,5,Met,NULL
TKT00123,2024-02-16,NULL,Application Support,Sneha,Payments,Performance Issue,critical,in progress,NULL,1,NULL,NULL
TKT00124,2024-03-13,NULL,Database Support,Anjali,Login,Bug,medium,in progress,NULL,3,NULL,NULL
TKT00125,2024-05-25,2024-05-26,Integration Support,Tarun,Payments,Configuration Issue,high,resolved,1,2,Met,3
TKT00126,2024-01-23,NULL,Infrastructure Support,Kiran,Orders,Configuration Issue,low,open,NULL,5,NULL,NULL
TKT00127,2024-03-23,2024-03-28,Infrastructure Support,Naveen,API Integration,Access Issue,low,resolved,5,5,Met,5
TKT00128,2024-07-23,2024-07-24,Infrastructure Support,Kiran,User Management,Configuration Issue,critical,resolved,1,1,Met,3
TKT00129,2024-06-14,2024-06-20,Database Support,Vikram,User Management,Bug,low,closed,6,5,Breached,2
TKT00130,2024-08-05,2024-08-06,Integration Support,Divya,Orders,Access Issue,critical,in progress,1,1,Met,NULL
TKT00131,2024-09-07,NULL,Infrastructure Support,Kiran,Login,Bug,medium,open,NULL,3,NULL,NULL
TKT00132,2024-02-04,2024-02-04,Infrastructure Support,Kiran,Reporting,Performance Issue,critical,resolved,0,1,Met,4
TKT00133,2024-11-21,2024-11-21,Infrastructure Support,Lakshmi,User Management,Bug,critical,resolved,0,1,Met,NULL
TKT00134,2024-03-10,2024-03-15,Application Support,Rahul,User Management,Performance Issue,low,closed,5,5,Met,5
TKT00135,2024-03-25,2024-03-25,Application Support,Priya,Payments,Performance Issue,high,resolved,0,2,Met,NULL
TKT00136,2024-08-21,2024-08-21,Integration Support,Pooja,Orders,Access Issue,high,resolved,0,2,Met,4
TKT00137,2024-07-09,2024-07-11,Integration Support,Tarun,User Management,Configuration Issue,high,closed,2,2,Met,NULL
TKT00138,2024-05-15,2024-05-17,Integration Support,Manish,Reporting,Configuration Issue,low,closed,2,5,Met,3
TKT00139,2024-12-18,2024-12-18,Integration Support,Divya,User Management,Access Issue,medium,closed,0,3,Met,5
TKT00140,2024-10-22,2024-10-24,Infrastructure Support,Meena,Orders,Performance Issue,high,resolved,2,2,Met,3
TKT00141,2024-09-21,NULL,Database Support,Sandeep,API Integration,Bug,high,pending client,NULL,2,NULL,NULL
TKT00142,2024-03-17,2024-03-18,Integration Support,Arjun,API Integration,Bug,critical,pending client,1,1,Met,NULL
TKT00143,2024-11-09,2024-11-09,Integration Support,Arjun,"Payments ",Performance Issue,critical,closed,0,1,Met,NULL
TKT00144,2024-09-30,2024-09-30,Integration Support,Manish,Login,Access Issue,high,resolved,0,2,Met,4
TKT00145,2024-03-09,2024-03-09,Database Support,Rohit,User Management,Performance Issue,critical,closed,0,1,Met,3
TKT00146,2024-12-06,NULL,Infrastructure Support,Naveen,Login,Configuration Issue,low,pending client,NULL,5,NULL,NULL
TKT00147,2024-10-31,2024-11-01,Application Support,Rahul,API Integration,Access Issue,high,open,1,2,Met,NULL
TKT00148,2024-02-01,2024-02-01,Infrastructure Support,Kiran,Payments,Bug,critical,closed,0,1,Met,3
TKT00149,2024-04-10,2024-04-14,Application Support,Rahul,User Management,Access Issue,low,resolved,4,5,Met,5
TKT00150,2024-02-02,2024-02-02,Infrastructure Support,Lakshmi,Payments,Access Issue,high,pending client,0,2,Met,NULL
TKT00151,2024-08-11,NULL,Infrastructure Support,Lakshmi,Login,Performance Issue,low,open,NULL,5,NULL,NULL
TKT00152,2024-11-25,2024-11-25,Database Support,Anjali,Login,Data Issue,critical,closed,0,1,Met,NULL
TKT00153,2024-08-11,NULL,Integration Support,Arjun,Orders,Access Issue,low,pending client,NULL,5,NULL,NULL
TKT00154,2024-05-13,2024-05-15,Database Support,Vikram,User Management,Bug,critical,resolved,2,1,Breached,1
TKT00155,2024-05-02,2024-05-06,Integration Support,Pooja,Reporting,Data Issue,medium,in progress,4,3,Breached,NULL
TKT00156,2024-01-14,2024-01-22,Infrastructure Support,Harish,User Management,Bug,low,in progress,8,5,Breached,NULL
TKT00157,2024-02-09,2024-02-09,Integration Support,Pooja,"Reporting ",Access Issue,medium,resolved,0,3,Met,NULL
TKT00158,2024-12-24,2024-12-26,Application Support,Karthik,Payments,Data Issue,critical,closed,2,1,Breached,NULL
TKT00159,2024-10-29,NULL,Application Support,Rahul,API Integration,Bug,critical,pending client,NULL,1,NULL,NULL
TKT00160,2024-04-14,2024-04-16,Application Support,Sneha,Login,Configuration Issue,critical,closed,2,1,Breached,NULL
TKT00161,2024-02-20,2024-02-20,Application Support,Amit,Reporting,Bug,critical,resolved,0,1,Met,4
TKT00162,2024-07-07,2024-07-08,Application Support,Amit,Orders,Data Issue,critical,pending client,1,1,Met,NULL
TKT00163,2024-07-30,2024-08-07,Infrastructure Support,Meena,User Management,Bug,low,closed,8,5,Breached,1
TKT00164,2024-02-16,NULL,Application Support,Karthik,"User Management ",Configuration Issue,low,pending client,NULL,5,NULL,NULL
TKT00165,2024-09-08,2024-09-10,Database Support,Rohit,Login,Bug,high,closed,2,2,Met,3
TKT00166,2024-05-25,2024-05-28,Integration Support,Tarun,Orders,Access Issue,critical,resolved,3,1,Breached,1
TKT00167,2024-02-23,NULL,Application Support,Rahul,Reporting,Access Issue,low,pending client,NULL,5,NULL,NULL
TKT00168,2024-04-15,NULL,Infrastructure Support,Naveen,Reporting,Bug,high,pending client,NULL,2,NULL,NULL
TKT00169,2024-03-05,2024-03-05,Database Support,Neha,API Integration,Configuration Issue,high,closed,0,2,Met,4
TKT00170,2024-08-25,2024-08-25,Infrastructure Support,Lakshmi,API Integration,Data Issue,critical,open,0,1,Met,NULL
TKT00171,2024-12-22,2024-12-25,Database Support,Anjali,Orders,Performance Issue,low,resolved,3,5,Met,4
TKT00172,2024-09-24,NULL,Database Support,Anjali,Payments,Data Issue,medium,pending client,NULL,3,NULL,NULL
TKT00173,2024-12-02,2024-12-02,Database Support,Rohit,API Integration,Bug,critical,closed,0,1,Met,NULL
TKT00174,2024-05-20,2024-05-23,Database Support,Rohit,API Integration,Data Issue,high,resolved,3,2,Breached,NULL
TKT00175,2024-01-07,2024-01-07,Integration Support,Pooja,Reporting,Performance Issue,critical,in progress,0,1,Met,NULL
TKT00176,2024-01-12,2024-01-13,Database Support,Sandeep,API Integration,Data Issue,high,resolved,1,2,Met,5
TKT00177,2024-11-27,2024-12-01,Database Support,Neha,API Integration,Access Issue,medium,in progress,4,3,Breached,NULL
TKT00178,2024-08-09,NULL,Database Support,Anjali,API Integration,Bug,high,pending client,NULL,2,NULL,NULL
TKT00179,2024-08-04,NULL,Infrastructure Support,Kiran,Reporting,Configuration Issue,high,open,NULL,2,NULL,NULL
TKT00180,2024-06-16,2024-06-22,Infrastructure Support,Lakshmi,API Integration,Configuration Issue,low,closed,6,5,Breached,2
TKT00181,2024-03-23,2024-03-23,Application Support,Rahul,Orders,Access Issue,critical,resolved,0,1,Met,3
TKT00182,2024-01-09,NULL,Infrastructure Support,Lakshmi,Payments,Performance Issue,medium,pending client,NULL,3,NULL,NULL
TKT00183,2024-09-20,2024-09-22,Infrastructure Support,Kiran,API Integration,Configuration Issue,high,closed,2,2,Met,5
TKT00184,2024-02-01,2024-02-05,Application Support,Amit,Orders,Performance Issue,high,closed,4,2,Breached,NULL
TKT00185,2024-06-04,2024-06-05,Integration Support,Tarun,Orders,Bug,critical,in progress,1,1,Met,NULL
TKT00186,2024-03-07,2024-03-07,Database Support,Neha,Reporting,Configuration Issue,critical,closed,0,1,Met,5
TKT00187,2024-05-30,2024-05-30,Database Support,Anjali,Orders,Performance Issue,high,resolved,0,2,Met,4
TKT00188,2024-05-09,2024-05-15,Database Support,Rohit,API Integration,Performance Issue,low,in progress,6,5,Breached,NULL
TKT00189,2024-09-02,NULL,Integration Support,Manish,Payments,Data Issue,high,open,NULL,2,NULL,NULL
TKT00190,2024-02-13,2024-02-16,Integration Support,Pooja,Orders,Performance Issue,critical,pending client,3,1,Breached,NULL
TKT00191,2024-02-06,NULL,Integration Support,Tarun,Login,Bug,critical,pending client,NULL,1,NULL,NULL
TKT00192,2024-03-19,2024-03-19,Database Support,Anjali,Payments,Performance Issue,high,resolved,0,2,Met,5
TKT00193,2024-09-10,2024-09-12,Application Support,Karthik,API Integration,Data Issue,critical,resolved,2,1,Breached,3
TKT00194,2024-04-29,2024-04-29,Application Support,Karthik,Login,Data Issue,high,resolved,0,2,Met,5
TKT00195,2024-09-12,2024-09-12,Infrastructure Support,Kiran,"API Integration ",Performance Issue,critical,resolved,0,1,Met,5
TKT00196,2024-12-06,2024-12-11,Integration Support,Divya,API Integration,Access Issue,high,pending client,5,2,Breached,NULL
TKT00197,2024-11-27,2024-11-28,Infrastructure Support,Naveen,"Payments ",Data Issue,low,closed,1,5,Met,NULL
TKT00198,2024-03-14,2024-03-17,Integration Support,Arjun,User Management,Performance Issue,high,closed,3,2,Breached,NULL
TKT00199,2024-08-30,2024-09-02,Database Support,Rohit,Login,Data Issue,high,resolved,3,2,Breached,2
TKT00200,2024-09-09,NULL,Application Support,Amit,Orders,Data Issue,low,in progress,NULL,5,NULL,NULL
TKT00201,2024-03-01,NULL,Integration Support,Pooja,API Integration,Performance Issue,low,pending client,NULL,5,NULL,NULL
TKT00202,2024-01-21,2024-01-27,Database Support,Sandeep,API Integration,Bug,low,in progress,6,5,Breached,NULL
TKT00203,2024-01-24,2024-01-24,Application Support,Sneha,Orders,Bug,critical,resolved,0,1,Met,4
TKT00204,2024-11-11,2024-11-11,Application Support,Karthik,User Management,Access Issue,high,resolved,0,2,Met,5
TKT00205,2024-03-30,2024-04-03,Application Support,Priya,Login,Performance Issue,low,closed,4,5,Met,3
TKT00206,2024-06-07,2024-06-13,Application Support,Rahul,Orders,Configuration Issue,low,pending client,6,5,Breached,NULL
TKT00207,2024-11-24,2024-11-27,Application Support,Amit,"Login ",Performance Issue,medium,closed,3,3,Met,5
TKT00208,2024-02-04,2024-02-07,Application Support,Sneha,User Management,Performance Issue,high,closed,3,2,Breached,3
TKT00209,2024-02-12,NULL,Database Support,Neha,Reporting,Access Issue,critical,open,NULL,1,NULL,NULL
TKT00210,2024-12-08,2024-12-12,Application Support,Sneha,Login,Bug,low,closed,4,5,Met,3
TKT00211,2024-10-18,2024-10-18,Application Support,Priya,Reporting,Bug,high,resolved,0,2,Met,5
TKT00212,2024-02-13,2024-02-17,Application Support,Amit,API Integration,Configuration Issue,low,pending client,4,5,Met,NULL
TKT00213,2024-02-01,2024-02-03,Infrastructure Support,Meena,Login,Bug,critical,closed,2,1,Breached,3
TKT00214,2024-11-03,2024-11-07,Application Support,Sneha,Orders,Data Issue,low,resolved,4,5,Met,4
TKT00215,2024-12-12,2024-12-14,Integration Support,Manish,User Management,Performance Issue,high,resolved,2,2,Met,NULL
TKT00216,2024-07-16,2024-07-16,Integration Support,Pooja,API Integration,Performance Issue,high,open,0,2,Met,NULL
TKT00217,2024-11-29,2024-11-30,Integration Support,Manish,Orders,Bug,medium,pending client,1,3,Met,NULL
TKT00218,2024-08-07,2024-08-10,Application Support,Priya,User Management,Data Issue,medium,resolved,3,3,Met,5
TKT00219,2024-05-14,NULL,Database Support,Neha,Orders,Bug,high,pending client,NULL,2,NULL,NULL
TKT00220,2024-05-20,NULL,Application Support,Amit,Payments,Access Issue,critical,open,NULL,1,NULL,NULL
TKT00221,2024-11-06,2024-11-08,Infrastructure Support,Harish,Payments,Configuration Issue,high,closed,2,2,Met,4
TKT00222,2024-10-03,2024-10-08,Integration Support,Tarun,Login,Performance Issue,high,closed,5,2,Breached,2
TKT00223,2024-09-24,NULL,Database Support,Neha,User Management,Access Issue,high,pending client,NULL,2,NULL,NULL
TKT00224,2024-12-24,NULL,Database Support,Anjali,Payments,Bug,critical,pending client,NULL,1,NULL,NULL
TKT00225,2024-09-09,2024-09-09,Infrastructure Support,Lakshmi,Payments,Configuration Issue,critical,pending client,0,1,Met,NULL
TKT00226,2024-01-16,NULL,Infrastructure Support,Naveen,Payments,Data Issue,medium,pending client,NULL,3,NULL,NULL
TKT00227,2024-10-27,2024-10-30,Application Support,Rahul,Payments,Access Issue,high,resolved,3,2,Breached,2
TKT00228,2024-01-20,NULL,Infrastructure Support,Lakshmi,User Management,Configuration Issue,high,pending client,NULL,2,NULL,NULL
TKT00229,2024-07-08,NULL,Application Support,Rahul,Login,Bug,medium,open,NULL,3,NULL,NULL
TKT00230,2024-12-27,2024-12-29,Application Support,Karthik,API Integration,Performance Issue,critical,closed,2,1,Breached,3
TKT00231,2024-03-22,2024-03-23,Application Support,Karthik,Reporting,Configuration Issue,high,pending client,1,2,Met,NULL
TKT00232,2024-01-31,2024-02-01,Database Support,Anjali,Login,Data Issue,high,closed,1,2,Met,3
TKT00233,2024-01-03,2024-01-06,Infrastructure Support,Naveen,Login,Configuration Issue,high,resolved,3,2,Breached,2
TKT00234,2024-05-11,NULL,Infrastructure Support,Naveen,Reporting,Data Issue,high,in progress,NULL,2,NULL,NULL
TKT00235,2024-01-07,2024-01-12,Database Support,Neha,Payments,Configuration Issue,low,open,5,5,Met,NULL
TKT00236,2024-07-10,2024-07-15,Application Support,Priya,Payments,Bug,medium,resolved,5,3,Breached,1
TKT00237,2024-06-22,2024-06-26,Infrastructure Support,Naveen,API Integration,Bug,high,pending client,4,2,Breached,NULL
TKT00238,2024-01-30,2024-02-03,Integration Support,Pooja,Orders,Configuration Issue,low,resolved,4,5,Met,5
